City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,sovetskiy,61.3614,63.5842,18.41,60,78,2.6,RU,1690389178
365,shenjiamen,29.9576,122.298,26.15,89,100,4.96,CN,1690389178
366,aoulef,26.9667,1.0833,46.35,8,2,4.09,DZ,1690388920
367,riverton,40.5219,-111.9391,33.07,35,0,6.69,US,1690389140
368,mauganj,24.6833,81.8833,33.63,44,100,4.45,IN,1690389178
369,new norfolk,-42.7826,147.0587,10.95,93,100,1.44,AU,1690389178
370,praya,14.9215,-23.5087,29.3,70,75,5.66,CV,1690389179
371,cartagena,10.3997,-75.5144,30.79,70,20,3.09,CO,1690389124
372,sitka,57.0531,-135.33,13.94,94,100,2.06,US,1690389179
373,orcopampa,-15.2661,-72.3417,13.58,9,0,3.09,PE,1690389179
374,port moresby,-9.4431,147.1797,23.68,88,40,2.57,PG,1690389124
375,mahina,-17.5065,-149.489,24.87,83,75,4.12,PF,1690389179
376,ribeira brava,32.65,-17.0667,26.11,69,65,0.56,PT,1690389179
377,marysville,48.0518,-122.1771,19.31,79,100,3.6,US,1690389168
378,assare,-6.8744,-39.875,34.46,23,2,2.94,BR,1690389180
379,jangaon,17.7167,79.1833,24.48,95,100,6.17,IN,1690389180
380,waterville,44.552,-69.6317,30.38,62,0,3.09,US,1690389180
381,dahab,28.501,34.5134,43.56,40,6,1.31,EG,1690389180
382,grantsville,40.5999,-112.4644,32.75,31,7,4.92,US,1690389180
383,charata,-27.2144,-61.188,19.83,50,90,5.33,AR,1690389180
384,timimoun,29.2639,0.231,48.21,5,0,2.06,DZ,1690389180
385,puerto aysen,-45.4,-72.7,3.02,93,100,0.0,CL,1690389180
386,sarandi,-23.4436,-51.8739,26.75,47,0,5.66,BR,1690389181
387,pisco,-13.7,-76.2167,20.03,68,100,2.57,PE,1690388711
388,kharagpur,22.3333,87.3333,28.0,84,90,4.24,IN,1690389181
389,barcelos,41.5388,-8.6151,33.29,54,3,5.97,PT,1690389181
390,port hueneme,34.1478,-119.1951,33.55,70,0,2.57,US,1690389181
391,luau,-10.7073,22.2247,24.12,23,1,1.01,AO,1690389181
392,okhotsk,59.3833,143.3,13.92,96,77,2.88,RU,1690388901
393,dukhan,25.4297,50.7858,34.12,70,70,5.0,QA,1690389182
394,ust'-ilimsk,58.0006,102.6619,17.55,76,57,1.54,RU,1690389182
395,mabaruma,8.2,-59.7833,28.83,79,36,1.66,GY,1690388885
396,i-n-salah,27.1935,2.4607,45.82,8,7,0.31,DZ,1690389182
397,severo-yeniseyskiy,60.3725,93.0408,14.49,93,86,0.48,RU,1690388991
398,ulsteinvik,62.3432,5.8487,18.84,87,30,2.68,NO,1690389182
399,tromso,69.6496,18.957,18.01,59,20,4.63,NO,1690389182
400,ocean shores,46.9737,-124.1563,16.68,83,20,2.06,US,1690389183
401,la entrada,15.05,-88.7333,28.86,70,56,2.44,HN,1690389183
402,el granada,37.5027,-122.4694,22.72,85,75,6.69,US,1690388654
403,fagersta,60.0042,15.7932,19.25,51,97,3.42,SE,1690389183
404,axim,4.8699,-2.2405,26.04,82,92,4.57,GH,1690388929
405,mount gambier,-37.8333,140.7667,7.03,86,36,3.7,AU,1690388937
406,boyolangu,-8.1181,111.8935,20.95,94,45,2.09,ID,1690389183
407,bumba,2.1833,22.4667,24.22,78,100,0.61,CD,1690389158
408,suratgarh,29.3167,73.9,30.1,70,100,5.25,IN,1690389184
409,villa gesell,-37.2639,-56.973,12.81,74,59,9.35,AR,1690389184
410,berdigestyakh,62.0989,126.6992,11.85,63,63,2.0,RU,1690388968
411,kone,-21.0595,164.8658,14.72,74,20,2.61,NC,1690389062
412,lompoc,34.6391,-120.4579,23.85,86,40,3.09,US,1690389186
413,geraldton,-28.7667,114.6,11.23,87,40,2.57,AU,1690389079
414,minas de marcona,-15.2119,-75.1103,17.24,62,19,6.6,PE,1690389186
415,fort st. john,56.2499,-120.8529,12.94,94,100,5.14,CA,1690388960
416,volodarskiy,46.4013,48.5409,31.97,40,0,1.6,RU,1690389187
417,saint-flour,45.0833,3.0,18.35,56,43,3.82,FR,1690389187
418,enewetak,11.3474,162.3373,28.12,79,97,7.06,MH,1690388898
419,tamanrasset,22.785,5.5228,37.95,7,0,4.63,DZ,1690389188
420,santa elena de uairen,4.6167,-61.1333,25.63,67,60,2.66,VE,1690389188
421,albania,41.0,20.0,29.78,36,47,3.58,AL,1690389188
422,lazaro cardenas,17.9583,-102.2,31.97,52,35,1.8,MX,1690389166
423,lijiang,26.8688,100.2207,15.71,93,100,1.63,CN,1690389189
424,zaranj,30.9667,61.8833,37.98,9,1,6.82,AF,1690389189
425,carnarvon,-24.8667,113.6333,16.43,58,56,7.56,AU,1690389190
426,kalmunai,7.4167,81.8167,28.24,70,100,3.45,LK,1690389190
427,lexington,37.9887,-84.4777,31.1,60,0,5.14,US,1690389072
428,calilegua,-23.7737,-64.77,24.13,30,1,1.67,AR,1690389190
429,chinsali,-10.5414,32.0816,17.12,42,0,2.58,ZM,1690389190
430,kotlas,61.2611,46.6556,17.57,78,76,2.57,RU,1690389191
431,kijang,35.2442,129.2139,25.85,87,14,2.33,KR,1690389191
432,igarka,67.4667,86.5833,20.24,78,3,3.47,RU,1690388885
433,malakal,9.5334,31.6605,22.21,97,100,1.78,SS,1690389191
434,rongelap,11.1635,166.8941,28.05,80,100,7.51,MH,1690389145
435,guiping,23.3925,110.0814,28.87,76,98,0.87,CN,1690389191
436,chebarkul',54.9749,60.3633,19.2,72,100,1.52,RU,1690389192
437,sao felix do xingu,-6.6447,-51.995,35.87,24,1,1.91,BR,1690388988
438,nehe,48.4833,124.8333,21.29,93,30,1.54,CN,1690389192
439,at taj,24.2049,23.2857,35.3,10,2,4.39,LY,1690389192
440,thunder bay,48.4001,-89.3168,19.95,88,100,3.6,CA,1690388805
441,augusto correa,-1.0217,-46.635,29.7,68,7,3.34,BR,1690389192
442,bay roberts,47.5999,-53.2648,29.81,50,70,5.36,CA,1690389193
443,ulverstone,-41.15,146.1667,9.84,91,100,2.8,AU,1690389193
444,bamusso,4.4591,8.9027,26.28,85,76,3.74,CM,1690389193
445,gaspe,48.8334,-64.4819,22.12,78,40,5.66,CA,1690388958
446,howard springs,-12.497,131.047,19.95,72,16,2.2,AU,1690388946
447,aban,56.67,96.06,15.24,95,90,2.05,RU,1690389193
448,chui,-33.6971,-53.4616,14.11,87,99,7.72,UY,1690389194
449,cootamundra,-34.65,148.0333,3.86,86,0,1.51,AU,1690389194
450,thames,-37.1333,175.5333,4.82,90,6,0.79,NZ,1690389194
451,tekirdag,40.978,27.5085,36.64,33,4,4.82,TR,1690389194
452,acapulco de juarez,16.8634,-99.8901,31.9,55,40,2.57,MX,1690389194
453,winkler,49.1817,-97.941,29.43,74,0,2.06,CA,1690389194
454,kolonia town,6.964,158.206,27.2,84,100,6.92,FM,1690388960
455,jalqani,12.4486,34.2186,27.29,67,90,6.57,SD,1690389195
456,hengchun,22.0042,120.7439,27.68,91,100,18.89,TW,1690389195
457,solnechnyy,50.7214,136.6319,17.26,93,7,1.07,RU,1690389195
458,ketchikan,55.3422,-131.6461,17.26,77,100,3.09,US,1690389195
459,aripuana,-9.1667,-60.6333,36.16,24,3,1.64,BR,1690389123
460,qaisumah,28.3112,46.1273,43.98,6,0,2.06,SA,1690389195
461,ola,59.5833,151.2833,11.98,95,100,2.29,RU,1690388968
462,ocher,57.8904,54.7202,16.23,80,53,1.17,RU,1690389196
463,buala,-8.145,159.5921,26.4,85,100,2.09,SB,1690388998
464,guarda,40.5373,-7.2658,30.68,15,0,1.91,PT,1690389196
465,parabel',58.6978,81.4825,15.84,93,18,2.57,RU,1690389196
466,bandar labuan,5.2888,115.2692,26.2,94,20,0.0,MY,1690389196
467,nizhneudinsk,54.9076,99.0276,13.87,94,89,1.65,RU,1690389197
468,praia da vitoria,38.7333,-27.0667,26.14,73,20,2.7,PT,1690389155
469,ca mau,9.1769,105.15,26.48,88,61,3.74,VN,1690389197
470,maralal,1.0968,36.698,18.37,68,82,1.43,KE,1690389197
471,alassio,44.0039,8.1671,29.12,34,0,7.72,IT,1690389197
472,lubang,13.8584,120.124,28.56,82,100,13.03,PH,1690388983
473,ibirama,-27.0569,-49.5178,26.29,44,99,2.14,BR,1690389198
474,remire-montjoly,4.9167,-52.2667,29.02,79,75,3.6,GF,1690389198
475,argostolion,38.1811,20.489,31.04,45,20,8.23,GR,1690389198
476,estevan,49.1334,-102.9842,25.12,36,75,5.14,CA,1690388686
477,yanjiang,30.1211,104.6481,23.29,99,100,1.89,CN,1690389198
478,east london,-33.0153,27.9116,18.52,63,0,3.6,ZA,1690389198
479,kayes,14.0,-11.0,35.5,42,15,2.17,ML,1690389199
480,tual,-5.6667,132.75,25.83,82,97,9.21,ID,1690388956
481,ferguson,38.7442,-90.3054,34.52,58,75,7.72,US,1690389199
482,arkhangel'sk,64.5401,40.5433,17.53,67,90,1.35,RU,1690389106
483,tepalcatepec,19.1833,-102.85,30.02,62,95,0.48,MX,1690389199
484,san patricio,28.017,-97.5169,35.05,43,0,4.35,US,1690388883
485,arno,60.1167,18.6333,18.91,55,99,5.21,SE,1690389199
486,pitimbu,-7.4706,-34.8086,29.33,72,15,6.55,BR,1690389200
487,aykhal,66.0,111.5,15.9,67,100,3.78,RU,1690389197
488,lapinlahti,65.5833,30.5667,16.21,80,92,1.05,RU,1690389200
489,middlesboro,36.6084,-83.7166,31.57,58,75,3.6,US,1690389200
490,dunedin,-45.8742,170.5036,7.11,66,65,7.15,NZ,1690388881
491,na mom,6.9586,100.5568,25.91,94,75,1.03,TH,1690389200
492,lilongwe,-13.9669,33.7873,18.99,33,0,2.74,MW,1690389145
493,chagoda,59.164,35.3285,15.01,97,100,1.41,RU,1690389201
494,balsas,-7.5325,-46.0356,36.33,21,11,2.72,BR,1690389201
495,maitum,6.0392,124.4986,25.84,85,90,2.09,PH,1690389201
496,quirinopolis,-18.4483,-50.4517,32.09,21,1,1.38,BR,1690389201
497,urangan,-25.3,152.9,18.9,69,10,6.64,AU,1690389134
498,bac lieu,9.285,105.7244,26.7,87,82,5.28,VN,1690388902
499,goondiwindi,-28.55,150.3167,10.09,84,0,3.8,AU,1690389202
500,kalabo,-14.97,22.6814,21.88,25,63,1.76,ZM,1690389202
501,korpilahti,62.0167,25.55,20.06,74,95,1.55,FI,1690389202
502,virpur,23.1833,73.4833,29.5,76,100,3.53,IN,1690389202
503,la passe,45.5549,-0.8967,24.13,64,34,5.82,FR,1690388905
504,onega,63.9061,38.1404,16.57,78,85,1.72,RU,1690389202
505,port saint john's,-31.6229,29.5448,19.7,62,0,3.78,ZA,1690388970
506,maridi,4.9158,29.4742,21.2,86,94,1.59,SS,1690389203
507,sudak,44.85,34.9667,23.08,71,0,2.38,UA,1690389203
508,eydhafushi,5.1033,73.0708,28.33,75,97,1.47,MV,1690389203
509,mili,6.0815,171.735,27.46,80,100,3.57,MH,1690388942
510,margate,51.3813,1.3862,19.37,59,100,5.36,GB,1690389203
511,akkol',48.7833,53.2,28.54,35,12,1.83,KZ,1690389204
512,maragogi,-9.0122,-35.2225,26.27,66,17,3.99,BR,1690389204
513,northam,51.0333,-4.2167,17.59,97,100,8.04,GB,1690389204
514,gaillimh,53.2719,-9.0489,16.28,95,100,7.06,IE,1690389140
515,olinda,-8.0089,-34.8553,27.85,74,40,6.17,BR,1690389205
516,yagoua,10.3411,15.2329,30.12,52,59,4.6,CM,1690389205
517,ekibastuz,51.6667,75.3667,26.93,27,98,3.26,KZ,1690389206
518,kurtamysh,54.9103,64.4319,21.87,46,37,2.53,RU,1690389206
519,santa marta,11.2408,-74.199,31.05,72,100,0.89,CO,1690388600
520,ruteng,-8.6136,120.4721,14.57,94,92,1.55,ID,1690389206
521,oyem,1.5995,11.5793,23.34,86,71,0.89,GA,1690389207
522,sapri,40.0751,15.6296,25.24,58,19,5.98,IT,1690389207
523,mungaa,-4.9667,34.8833,19.45,36,43,4.39,TZ,1690389207
524,lanzhou,36.0564,103.7922,19.81,79,100,1.24,CN,1690389208
525,gereshk,31.8209,64.5701,35.8,20,28,4.25,AF,1690389209
526,saldanha,-33.0117,17.9442,13.03,88,15,1.25,ZA,1690389209
527,tazacorte,28.629,-17.9293,26.19,75,75,4.63,ES,1690389106
528,chamical,-30.36,-66.314,18.57,31,46,2.74,AR,1690389210
529,undurkhaan,47.3194,110.6556,15.42,69,6,1.21,MN,1690389210
530,kourou,5.1552,-52.6478,29.03,67,14,3.34,GF,1690389211
531,berezovyy,51.6667,135.7,17.4,97,58,0.89,RU,1690388973
532,bikenibeu village,1.3673,173.1241,26.98,83,40,0.0,KI,1690388987
533,kuressaare,58.2481,22.5039,19.41,59,20,5.81,EE,1690388976
534,wotho,10.1657,166.0102,28.04,80,100,6.28,MH,1690389212
535,kapa'a,22.0752,-159.319,25.18,90,100,6.69,US,1690388919
536,milagros,12.2181,123.5095,27.15,85,100,8.16,PH,1690389214
537,quesada,10.3238,-84.4271,29.73,70,83,3.43,CR,1690389214
538,naha,26.2125,127.6811,29.38,89,75,10.0,JP,1690389215
539,tamala,52.541,43.2515,22.24,70,26,3.98,RU,1690389215
540,marsh harbour,26.5412,-77.0636,29.67,71,100,6.99,BS,1690389215
541,el nido,11.1858,119.3956,27.96,81,100,8.71,PH,1690389215
542,mersch,49.7489,6.1061,21.48,53,91,1.79,LU,1690389003
543,lorengau,-2.0226,147.2712,28.3,76,57,6.11,PG,1690389216
544,scottsboro,34.6723,-86.0341,32.39,100,0,2.02,US,1690389217
545,dryden,49.7833,-92.7503,24.16,73,0,3.09,CA,1690388885
546,santana,-0.0583,-51.1817,32.1,62,20,4.63,BR,1690389217
547,taroa,8.7058,171.2275,27.71,80,97,7.91,MH,1690388937
548,lerwick,60.1545,-1.1494,14.0,74,75,5.04,GB,1690388925
549,guerrero negro,27.9769,-114.0611,25.57,52,7,2.92,MX,1690389218
550,kiunga,-6.1219,141.2906,22.17,96,100,1.11,PG,1690388972
551,cannonvale,-20.2833,148.7,20.66,75,30,9.61,AU,1690388967
552,bunbury,-33.3333,115.6333,12.15,82,90,7.91,AU,1690389218
553,bisalpur,28.3,79.8,27.52,82,99,2.03,IN,1690389219
554,de aar,-30.6497,24.0123,10.42,87,100,3.16,ZA,1690389219
555,san rafael,-34.6177,-68.3301,13.16,40,79,3.52,AR,1690389219
556,chulakkurgan,43.765,69.1814,30.67,26,0,6.33,KZ,1690389219
557,enriquillo,17.9,-71.2333,33.82,65,92,7.54,DO,1690389219
558,madimba,-10.4,40.3333,23.57,76,3,6.62,TZ,1690389219
559,saint-pierre,-21.3393,55.4781,21.82,83,75,2.57,RE,1690388966
560,ciudad lazaro cardenas,17.9583,-102.2,31.97,52,35,1.8,MX,1690389166
561,estancia,-11.2683,-37.4383,27.73,58,23,4.34,BR,1690389220
562,kangding,30.0513,101.9603,15.42,99,99,1.2,CN,1690388982
563,nantucket,41.2835,-70.0995,29.03,72,0,5.66,US,1690388921
564,portland,45.5234,-122.6762,20.58,70,20,2.57,US,1690388992
565,amga,60.8953,131.9608,12.87,82,10,1.31,RU,1690388971
566,sendafa,9.15,39.0333,16.64,84,80,2.24,ET,1690389220
